Battletag,Account Level,SL MMR,# SL Games,QM MMR,# QM Games,Link
Anaressa#1611,790,2606,840,2638,1371,https://www.heroesprofile.com/Profile/?blizz_id=10667951&battletag=Anaressa&region=1
